,symbol,address,city,state,zip_code,country,website,industry,sector,business_summary,date_pulled
566,BCTG,11682 El Camino Real,San Diego,CA,92130,United States,,Shell Companies,Financial Services,"BCTG Acquisition Corp. intends to enter into a merger, share exchange, asset acquisition, stock purchase, recapitalization, reorganization, or other similar business combination with one or more businesses primarily located in North America and Europe ...",2020-12-20
567,INAQU,2929 Arch Street,Philadelphia,PA,19104,United States,,Shell Companies,Financial Services,"INSU Acquisition Corp. II is a blank check company that focuses on effecting a merger, capital stock exchange, asset acquisition, stock purchase, reorganization, and other business combination with one or more operating businesses or assets. The compan...",2020-12-20
568,CMLFU,667 Madison Avenue,New York,NY,10065,United States,,Shell Companies,Financial Services,"CM Life Sciences, Inc. intends to effect a merger, capital stock exchange, asset acquisition, stock purchase, reorganization, or related business combination with one or more businesses. The company was founded in 2020 and is based in New York, New Yor...",2020-12-20
569,AHACU,1177 Avenue of The Americas,New York,NY,10105,United States,,Shell Companies,Financial Services,"Alpha Healthcare Acquisition Corp. is a blank check company. The company was incorporated in 2020 and is based in New York, New York.",2020-12-20
570,ATHA,4000 Mason Road,Seattle,WA,98195-2141,United States,http://athira.com,Biotechnology,Healthcare,"Athira Pharma, Inc., a clinical-stage biopharmaceutical company, develops small molecules to restore neuronal health and stop neurodegradation. Its lead product candidate is ATH-1017, a blood brain barrier-penetrating, small hepatocyte growth factor/ME...",2020-12-20
571,CMPS,1 Ashley Road,Altrincham,,WA14 2DT,United Kingdom,http://www.compasspathways.com,Medical Care Facilities,Healthcare,"COMPASS Pathways plc operates as a mental health care company in the United Kingdom and the United States. It develops COMP360, a psilocybin formulation, which is in Phase IIb clinical trial to treat patients with treatment-resistant depression. The co...",2020-12-20
572,GLSI,Building 14,Stafford,TX,77477,United States,http://www.greenwichlifesciences.com,Biotechnology,Healthcare,"Greenwich LifeSciences, Inc., a clinical stage biopharmaceutical company, focuses on the development of novel cancer immunotherapies for breast cancer and other human epidermal growth factor receptor 2/neu-expressing (HER2/neu) cancers. Its lead produc...",2020-12-20
573,CD,Chindata Information Techonology Ind. Ca,Beijing,,100012,China,http://www.chindatagroup.com,Information Technology Services,Technology,"Chindata Group Holdings Limited provides carrier-neutral hyper scale data center solutions in China, India, and Southeast Asia markets. It offers colocation and managed, energy procurement and transmission, infrastructure, and IT and network services. ...",2020-12-20
574,PLTR,1555 Blake Street,Denver,CO,80202,United States,http://www.palantir.com,Software—Infrastructure,Technology,"Palantir Technologies Inc. builds and deploys software platforms for the intelligence community in the United States to assist in counterterrorism investigations and operations. It offers Palantir Gotham, a software platform for government operatives i...",2020-12-20
575,QELLU,505 Montgomery Street,San Francisco,CA,94111,United States,,Shell Companies,Financial Services,"Qell Acquisition Corp. focuses on effecting a merger, capital stock exchange, asset acquisition, stock purchase, reorganization or similar business combination with one or more businesses. The company was founded in in 2020 and is based in San Francisc...",2020-12-20
576,VSPRU,1819 West Avenue,Miami Beach,FL,33139,United States,,Shell Companies,Financial Services,"Vesper Healthcare Acquisition Corp. focuses effecting a merger, capital stock exchange, asset acquisition, stock purchase, reorganization or similar business combination with one or more businesses or entities. The company was founded in 2020 and is ba...",2020-12-20
577,YALA,Building 16,Dubai,,,United Arab Emirates,http://www.yallatech.ae,Software—Application,Technology,Yalla Group Limited operates a voice-centric social networking and entertainment platform under the Yalla name primarily in the Middle East and North Africa region. The company was formerly known as FYXTech Corporatio. Yalla Group Limited was incorpora...,2020-12-20
578,ORPH,Ole MaalOees Vej 3,Copenhagen,,2200,Denmark,http://www.orphazyme.com,Biotechnology,Healthcare,"Orphazyme A/S, a biopharmaceutical company, develops therapies for the treatment of neurodegenerative orphan diseases. The company focuses on developing therapies for diseases caused by misfolding of proteins, including lysosomal storage diseases. Its ...",2020-12-20
579,PMVP,8 Clarke Drive,Cranbury,NJ,08512,United States,http://www.pmvpharma.com,Biotechnology,Healthcare,"PMV Pharmaceuticals, Inc., a precision oncology company, discovery and development of small molecule, tumor-agnostic therapies for p53 mutations in cancer. Its lead product candidate is PC14586, a small molecule that corrects and restores p53 function....",2020-12-20
580,PRLD,200 Powder Mill Road,Wilmington,DE,19803,United States,http://www.preludetx.com,Biotechnology,Healthcare,"Prelude Therapeutics Incorporated, a clinical-stage biopharmaceutical company, focuses on the discovery and development of small molecule therapies optimized to target the key driver mechanisms in cancers. It is developing PRT543 that is in Phase 1 cli...",2020-12-20
581,VACQU,Steuart Tower,San Francisco,CA,94105,United States,,Shell Companies,Financial Services,"Vector Acquisition Corp. focuses on effecting a merger, capital stock exchange, asset acquisition, stock purchase, reorganization or similar business combination with one or more businesses. The company was founded in 2020 and is based in San Francisco...",2020-12-20
582,VIAO,Sieboldstrasse 18,Nuremberg,,90411,Germany,http://www.via-optronics.com,Electronic Components,Technology,"VIA optronics AG, through its subsidiary, VIA optronics GmbH, provides display solutions and systems worldwide. It offers interactive display solutions and systems that combine system design, interactive displays, software, and other hardware component...",2020-12-20
583,SYTA,1001 Lenoir Street,Montreal,QC,H4C 2Z6,Canada,http://www.siyatamobile.com,Communication Equipment,Technology,"Siyata Mobile Inc. develops and provides cellular communications solutions for enterprise customers. It offers vehicle mounted cellular based communications platforms over advanced 4G mobile networks. The company also provides 4G/LTE devices, such as U...",2020-12-20
584,FTIVU,2929 Arch Street,Philadelphia,PA,19104-2870,United States,,Shell Companies,Financial Services,"FinTech Acquisition Corp. IV is a blank check company. It focuses to effect a merger, capital stock exchange, asset acquisition, stock purchase, reorganization, or other business combination with one or more businesses. The company was incorporated in ...",2020-12-20
585,GRAY,275 Shoreline Drive,Redwood City,CA,94065,United States,http://www.graybug.com,Biotechnology,Healthcare,"Graybug Vision, Inc., a clinical stage biopharmaceutical company, develops medicines for the treatment of diseases of the retina and optic nerve. Its lead product candidate is GB-102, an intravitreal injection of a microparticle depot formulation of su...",2020-12-20
586,VTRU,"Rodovia JosÃ© Carlos Daux, 5500",FlorianÃ³polis,SC,88032-005,Brazil,http://www.vitru.com.br,Education & Training Services,Consumer Defensive,"Vitru Limited operates as a distance learning education company in the postsecondary digital education market in Brazil. The company offers distance learning undergraduate courses in hybrid methodology, which consists of weekly in-person meetings with ...",2020-12-20
587,AMST,607 Shelby Street,Detroit,MI,48226,United States,http://www.amesite.com,Software—Application,Technology,"Amesite Inc., an artificial intelligence driven platform and course designer, provides online products and services in the United States. It serves businesses, universities and colleges, and K-12 schools. The company is headquartered in Detroit, Michig...",2020-12-20
588,TSHA,2280 Inwood Road,Dallas,TX,75235,United States,http://www.tayshagtx.com,Biotechnology,Healthcare,"Taysha Gene Therapies, Inc., a gene therapy company, develops adeno-associated virus based gene therapies for the treatment of monogenic diseases of the central nervous system. It primarily develops TSHA-101 for the treatment of GM2 gangliosidosis; TSH...",2020-12-20
589,VIHAU,150 North Riverside Plaza,Chicago,IL,60606,United States,,Shell Companies,Financial Services,"VPC Impact Acquisition Holdings focuses on effecting a merger, share exchange, asset acquisition, share purchase, reorganization or similar business combination with one or more businesses or entities. The company was founded in 2020 and is based in Ch...",2020-12-20
590,ACTCU,200 Clarendon Street,Boston,MA,02116,United States,,Shell Companies,Financial Services,"ArcLight Clean Transition Corp. focuses on effecting a merger, share exchange, asset acquisition, share purchase, reorganization or similar business combination with one or more businesses or entities. The company was founded in 2020 and is based in Bo...",2020-12-20
591,BSY,685 Stockton Drive,Exton,PA,19341,United States,http://www.bentley.com,Software—Application,Technology,"Bentley Systems, Incorporated develops software for infrastructure design, construction, and operations. It provides MicroStation, a modeling, documentation, and visualization solution for information modeling; ProjectWise, a project information manage...",2020-12-20
592,GDRX,233 Wilshire Boulevard,Santa Monica,CA,90401,United States,http://www.goodrx.com,Health Information Services,Healthcare,"GoodRx Holdings, Inc. is a holding company. The company, through its subsidiaries, owns and operates a prescription drug price comparison platform using data from local and mail-order pharmacies in the United States. It also provides pharmacy coupons t...",2020-12-20
593,LSF,295 W. Lundgren Mill Dr.,Sisters,OR,97759,United States,http://lairdsuperfood.com,Packaged Foods,Consumer Defensive,"Laird Superfood, Inc. manufactures and markets plant-based natural and functional food in the United States. It offers powdered and liquid coffee creamers, and hydration and beverage enhancing supplements; hydrate coconut water products, activate daily...",2020-12-20
594,CRSR,47100 Bayside Parkway,Fremont,CA,94538,United States,http://www.corsair.com,Computer Hardware,Technology,"Corsair Gaming, Inc., together with its subsidiaries, designs, markets, and distributes gaming and streaming peripherals, components and systems in the Americas, Europe, the Middle East, and the Asia Pacific. The company offers gamer and creator periph...",2020-12-20
595,FCACU,660 Madison Avenue,New York,NY,10065,United States,,Shell Companies,Financial Services,"Falcon Capital Acquisition Corp. intends to acquire assets and businesses through a merger, capital stock exchange, stock purchase, reorganization, or similar business combination. The company was founded in 2020 and is based in New York, New York.",2020-12-20
596,NMMCU,767 Fifth Avenue,New York,NY,10153,United States,http://www.nmmergercorp.com,Shell Companies,Financial Services,"North Mountain Merger Corp. focuses on effecting a merger, capital stock exchange, asset acquisition, stock purchase, reorganization, or similar business combination with one or more businesses. The company intends to focus on businesses in the financi...",2020-12-20
597,U,30 3rd Street,San Francisco,CA,94103,United States,http://www.unity.com,Software—Application,Technology,"Unity Software Inc. operates a real-time 3D development platform. Its platform provides software solutions to create, run, and monetize interactive, real-time 2D and 3D content for mobile phones, tablets, PCs, consoles, and augmented and virtual realit...",2020-12-20
598,PRFX,60C Medinat Hayehudim Street,Herzliya,,4676670,Israel,http://www.painreform.com,Drug Manufacturers—Specialty & Generic,Healthcare,"PainReform Ltd., a clinical stage specialty pharmaceutical company, engages in the development of products for the treatment of pain in Israel. It develops PRF-110, a product based on local anesthetic ropivacaine, which completed Phase II clinical stud...",2020-12-20
599,AVIR,125 Summer Street,Boston,MA,02110,United States,http://www.ateapharma.com,Biotechnology,Healthcare,"Atea Pharmaceuticals, Inc., a clinical-stage biopharmaceutical company, discovers and develops therapies for severe viral diseases. The company's lead product candidate is AT-527, a novel antiviral agent for the treatment of patients infected with seve...",2020-12-20
600,AZYO,12510 Prosperity Drive,Silver Spring,MD,20904,United States,http://www.aziyobiologics.com,Medical Devices,Healthcare,"Aziyo Biologics, Inc., a regenerative medicine company, focuses on the development of regenerative medical products to address the implantable electronic device/cardiovascular, orthopedic/spinal repair, and soft tissue reconstruction markets. It offers...",2020-12-20
601,FUBO,1330 Avenue of the Americas,New York,NY,10019,United States,http://www.fubo.tv,Broadcasting,Communication Services,"fuboTV Inc. operates a live TV streaming platform for live sports events, news, and entertainment content in Europe and the United States. Its platform allows customers to access content through streaming devices, as well as on SmartTVs, mobile phones,...",2020-12-20
602,PAICU,5 West 21st Street,New York,NY,10010,United States,,Shell Companies,Financial Services,"Petra Acquisition, Inc. focuses on identifying and evaluating opportunities for acquisition of assets or business with a view to completing a qualifying transaction. The company was founded in 2019 and is based in New York, New York.",2020-12-20
603,STTK,1018 West 11th Street,Austin,TX,78703,United States,http://www.shattucklabs.com,Biotechnology,Healthcare,"Shattuck Labs, Inc., a clinical-stage biotechnology company, develops therapeutics for the treatment of cancer and autoimmune disease in the United States. The company's lead product candidate is SL-172154, which is in Phase 1 clinical trial for the tr...",2020-12-20
604,SPRB,2001 Junipero Serra Boulevard,Daly City,CA,94014,United States,http://www.sprucebiosciences.com,Biotechnology,Healthcare,"Spruce Biosciences, Inc., a biopharmaceutical company, focuses on developing and commercializing novel therapies for rare endocrine disorders. The company develops tildacerfont, an non-steroidal therapy, which is in Phase IIb clinical trial for adult p...",2020-12-20
605,IH,"K2, North America International Business Park",Beijing,,100012,China,http://www.ihuman.com,Education & Training Services,Consumer Defensive,"iHuman Inc. provides childhood edutainment products and services to individual users, education organizations, and distributors in the People's Republic of China. The company offers interactive and self-directed learning apps, including iHuman Chinese,...",2020-12-20
606,LCYAU,1510 West Loop South,Houston,TX,77027,United States,,Shell Companies,Financial Services,"Landcadia Holdings III, Inc. intends to effect a merger, capital stock exchange, asset acquisition, stock purchase, reorganization, or other business combination with one or more businesses. The company was formerly known as Automalsyt LLC. Landcadia H...",2020-12-20
607,MAACU,724 Oak Grove,Menlo Park,CA,94025,United States,,Shell Companies,Financial Services,"Montes Archimedes Acquisition Corp. focuses to effect a merger, capital stock exchange, asset acquisition, stock purchase, reorganization, or other business combination with one or more businesses. The company was founded in 2020 and is based in Menlo ...",2020-12-20
608,KRON,1300 South El Camino Real,San Mateo,CA,94402,United States,http://kronosbio.com,Biotechnology,Healthcare,"Kronos Bio, Inc., a clinical-stage biopharmaceutical company, focuses on the discovery and development of novel cancer therapeutics. The company's product engine focuses on dysregulated transcription factors and the transcriptional regulatory networks ...",2020-12-20
609,FVAM,501 Second Street,San Francisco,CA,94107,United States,,Shell Companies,Financial Services,"5:01 Acquisition Corp. intends to enter into a merger, share exchange, asset acquisition, stock purchase, recapitalization, reorganization or other similar business combination with one or more businesses or entities. The company was founded in 2020 an...",2020-12-20
610,CDAK,500 Technology Square,Cambridge,MA,02139,United States,http://www.codiakbio.com,Biotechnology,Healthcare,"Codiak BioSciences, Inc. is harnessing exosomesÂnatural intercellular messengersÂto pioneer a new class of biologic medicines, exosome therapeutics. It develops the engEx Platform, versatile exosome engineering and manufacturing platform, to expand u...",2020-12-20
611,EBC,265 Franklin Street,Boston,MA,02110,United States,http://www.easternbank.com,Banks—Regional,Financial Services,"Eastern Bankshares, Inc. provides commercial banking products and services primarily to retail, commercial, and small business customers. The company offers interest-bearing and non interest-bearing checking deposits, money market deposits, savings dep...",2020-12-20
612,ARRY,3901 Midway Place NE,Albuquerque,NM,87109,United States,http://arraytechinc.com,Solar,Technology,"Array Technologies, Inc. provides solar tracking solutions and services for utility-scale projects. Its products include DuraTrack HZ v3, a single-axis solar tracking system; and SmarTrack, a machine learning software that automatically adjusts module ...",2020-12-20
613,MOTNU,The Chrysler Building,New York,NY,10174,United States,,Shell Companies,Financial Services,"Motion Acquisition Corp. focuses on effecting a merger, capital stock exchange, asset acquisition, stock purchase, reorganization or similar business combination. The company intend to focus on the telematics industry, which includes companies that pro...",2020-12-20
614,MNSO,"25F, Heye Plaza",Guangzhou,,510140,China,http://www.miniso.com,Specialty Retail,Consumer Cyclical,"MINISO Group Holding Limited, an investment holding company, engages in the retail and wholesale of lifestyle products in China, Asia, the Americas, and Europe. The company offers products in various categories, including home decor products, small ele...",2020-12-20
615,TMTSU,6470 East Johns Crossing,Duluth,GA,30097,United States,,Shell Companies,Financial Services,"Spartacus Acquisition Corporation focuses on effecting a merger, capital stock exchange, asset acquisition, stock purchase, reorganization, or similar business combination with one or more businesses. The company was founded in 2020 and is based in Dul...",2020-12-20
616,TMPMU,450 Kendall Street,Cambridge,MA,02142,United States,,Shell Companies,Financial Services,"Turmeric Acquisition Corp. focuses on effecting a merger, share exchange, asset acquisition, share purchase, reorganization, or similar business combination with one or more businesses or entities. The company was founded in 2020 and is headquartered i...",2020-12-20
617,NGACU,"2255 Glades Road,",Boca Raton,FL,33431,United States,,Shell Companies,Financial Services,"NextGen Acquisition Corporation intends to effect a merger, share exchange, asset acquisition, share purchase, reorganization or similar business combination with one or more businesses. The company was founded in 2020 and is based in Boca Raton, Flori...",2020-12-20
618,PRAX,One Broadway,Cambridge,MA,02142,United States,http://www.praxismedicines.com,Biotechnology,Healthcare,"Praxis Precision Medicines, Inc., a clinical-stage biopharmaceutical company, develops therapies for central nervous system disorders characterized by neuronal imbalance. Its lead product candidates include PRAX-114, an extrasynaptic-preferring GABAA r...",2020-12-20
619,AGCUU,2550 Sand Hill Road,Menlo Park,CA,94025,United States,,Shell Companies,Financial Services,"Altimeter Growth Corp. is a blank check company. The company was founded in in 2020 and is based in Menlo Park, California.",2020-12-20
620,LUNG,700 Chesapeake Drive,Redwood City,CA,94063,United States,http://pulmonx.com,Medical Devices,Healthcare,"Pulmonx Corporation, a medical technology company, designs, develops, manufactures, and markets minimally invasive medical devices for the diagnosis and treatment of chronic obstructive pulmonary diseases. It offers Zephyr Endobronchial Valve, a soluti...",2020-12-20
621,LXEH,"No. 818, Hua Yuan Street",Lishui,,323000,China,,Education & Training Services,Consumer Defensive,"Lixiang Education Holding Co., Ltd. provides primary and middle school education services from grade 1 to grade 9 in the People's Republic of China. As of June 30, 2020, the company operated two campuses, including Baiyun Campus and Yijing Campus. It a...",2020-12-20
622,IGACU,251 Park Avenue South,New York,NY,10010,United States,,Shell Companies,Financial Services,"IG Acquisition Corp. is a blank check company .The company was incorporated in 2020 and is based in New York, New York.",2020-12-20
623,THRY,2200 West Airfield Drive,DFW Airport,TX,75261,United States,http://corporate.thryv.com,Internet Content & Information,Communication Services,"Thryv Holdings, Inc. provides print and digital marketing services, and Software as a Service (SaaS) business management tools for small-to-medium sized businesses (SMBs). The company operates in two segments, Marketing Services and SaaS. It prints yel...",2020-12-20
624,RCHGU,1900 Main Street,Sarasota,FL,34236,United States,,Shell Companies,Financial Services,"Recharge Acquisition Corp. focuses on effecting a merger, capital stock exchange, asset acquisition, stock purchase, reorganization or similar business combination with one or more businesses. The company was founded in 2020 and is based in Sarasota, F...",2020-12-20
625,SQFT,4995 Murphy Canyon Road,San Diego,CA,92123,United States,http://www.presidiopt.com,REIT—Diversified,Real Estate,"The Company is an internally managed, diversified REIT (formerly named NetREIT). The Company acquires, owns and manages a geographically diversified portfolio of real estate assets including office, industrial, retail and model home residential propert...",2020-12-20
626,IMNM,665 Stockton Drive,Exton,PA,19341,United States,http://immunome.com,Biotechnology,Healthcare,"Immunome Inc., a biotechnology company, discovers, develops, and commercializes highly targeted and native human cancer antibodies against universal cancer antigens. Its RealMAb technology enables the discovery of novel antigens and the cognate native ...",2020-12-20
627,ONCR,50 Hampshire Street,Cambridge,MA,02139,United States,http://www.oncorus.com,Biotechnology,Healthcare,"Oncorus, Inc., a clinical stage biopharmaceutical company, focuses to develop viral immunotherapies for cancer patients. Its lead product candidate is ONCR-177, an intratumorally administered viral immunotherapy based on its oncolytic herpes simplex vi...",2020-12-20
628,ASO,1800 North Mason Road,Katy,TX,77449,United States,http://www.academy.com,Specialty Retail,Consumer Cyclical,"Academy Sports and Outdoors, Inc., through its subsidiaries, operates as a sporting goods and outdoor recreational products retailer in the United States. The company sells a range of sporting and outdoor recreation products, including sporting equipme...",2020-12-20
629,CCCC,490 Arsenal Way,Watertown,MA,02472,United States,http://www.c4therapeutics.com,Biotechnology,Healthcare,"C4 Therapeutics, Inc., a biopharmaceutical company, develops novel therapeutic candidates to target and destroy disease-causing proteins for the treatment of cancer, neurodegenerative conditions, and other diseases. Its lead product candidate is CFT745...",2020-12-20
630,TARS,15440 Laguna Canyon Road,Irvine,CA,92618,United States,http://www.tarsusrx.com,Biotechnology,Healthcare,"Tarsus Pharmaceuticals, Inc., a clinical-stage biopharmaceutical company, focuses on the development and commercialization of novel therapeutic candidates for ophthalmic conditions. Its lead product candidate is TP-03, a novel therapeutic that is in Ph...",2020-12-20
631,OPT,650 Chapel Street,South Yarra,VIC,3141,Australia,http://www.opthea.com,Biotechnology,Healthcare,"Opthea Limited, a biotechnology company, develops and commercializes therapies primarily for eye disease in Australia. The company's development activities are based on the intellectual property portfolio covering Vascular Endothelial Growth Factors (V...",2020-12-20
632,BHSEU,801 South Pointe Drive,Miami Beach,FL,33139,United States,,Shell Companies,Financial Services,"Bull Horn Holdings Corp. intends to effect a merger, capital stock exchange, asset acquisition, stock purchase, reorganization, or similar business combination with one or more businesses in the sports, entertainment, and brands sectors. The company wa...",2020-12-20
633,FHTX,100 Binney Street,Cambridge,MA,02142,United States,http://foghorntx.com,Biotechnology,Healthcare,"Foghorn Therapeutics Inc., a biopharmaceutical company, discovers and develops medicines targeting genetically determined dependencies within the chromatin regulatory system. The company uses its proprietary Gene Traffic Control platform to identify, v...",2020-12-20
634,EUCRU,250 West 55Th Street,New York,NY,10019,United States,,Shell Companies,Financial Services,"Eucrates Biomedical Acquisition Corp. focuses on effecting a merger, share exchange, asset acquisition, share purchase, reorganization, or similar business combination with one or more businesses. The company was founded in 2020 and is based in New Yor...",2020-12-20
635,MACUU,19701 Bethel Church Road,Cornelius,NC,28031,United States,,Shell Companies,Financial Services,"Mallard Acquisition Corp. is a blank check company. The company was incorporated in 2020 and is based in Cornelius, North Carolina.",2020-12-20
636,LUXAU,920 Broadway,New York,NY,10010,United States,,Shell Companies,Financial Services,"Lux Health Tech Acquisition Corp. focuses on effecting a merger, share exchange, asset acquisition, share purchase, reorganization or similar business combination with one or more businesses. The company was founded in 2020 and is based in New York, Ne...",2020-12-20
637,ROOT,80 East Rich Street,Columbus,OH,43215,United States,http://joinroot.com,Insurance—Property & Casualty,Financial Services,"Root, Inc. is the parent company of Root Insurance Company. Root is a technology company revolutionizing personal insurance with a pricing model based upon fairness and a modern customer experience. Root's modern, mobile-first customer experience is de...",2020-12-20
638,MAX,700 South Flower Street,Los Angeles,CA,90017,United States,http://www.mediaalpha.com,Internet Content & Information,Communication Services,"MediaAlpha, Inc., through its subsidiaries, develops insurance customer acquisition technology platform in the United States. Its technology platform brings insurance carriers and consumers together in various verticals of property and casualty insuran...",2020-12-20
639,GATO,8400 East Crescent Parkway,Greenwood Village,CO,80111,United States,http://www.gatossilver.com,Other Precious Metals & Mining,Basic Materials,"Gatos Silver, Inc. engages in the exploration, development, and production of precious metals. It primarily explores for silver ores. The company also explores for zinc, lead, and gold ores. Its flagship asset is the Cerro Los Gatos mine located at the...",2020-12-20
640,BDSX,2970 Wilderness Place,Boulder,CO,80301,United States,http://www.biodesix.com,Diagnostics & Research,Healthcare,"Biodesix, Inc. operates a data-driven diagnostic solutions company in the United States. The company offers blood-based tests across the lung cancer continuum of care, such as Nodify XL2 and Nodify CDT tests to help physicians reclassify risk of malign...",2020-12-20
641,ACACU,,,,,Cayman Islands,,Shell Companies,Financial Services,Acies Acquisition Corp. is a blank check company. The company was incorporated in 2020 and is based in Cayman Islands.,2020-12-20
642,ALGM,955 Perimeter Road,Manchester,NH,03103-3353,United States,http://www.allegromicro.com,Semiconductors,Technology,"Allegro MicroSystems, Inc. designs, develops, manufactures, and markets sensor ICs and application-specific analog power ICs for motion control and energy-efficient systems in automotive and industrial markets. Its products include magnetic sensor ICs,...",2020-12-20
643,DSACU,Printing House,Hong Kong,,,Hong Kong,,Shell Companies,Financial Services,"Duddell Street Acquisition Corp. is a blank check company. The company was founded in 2020 and is based in Hong Kong, Hong Kong.",2020-12-20
644,GLTO,Ole Maaloes Vej 3,Copenhagen,,2200,Denmark,http://galecto.com,Biotechnology,Healthcare,"Galecto, Inc., a clinical-stage biotechnology company, develops molecules for the treatment of fibrosis, cancer, inflammation, and other related diseases. The company's lead product candidate is GB0139, an inhaled inhibitor of galectin-3 that is in Pha...",2020-12-20
645,LESL,2005 East Indian School Road,Phoenix,AZ,85016,United States,http://lesliespool.com,Home Improvement Retail,Consumer Cyclical,"Leslie's, Inc. operates as a direct-to-consumer pool and spa care brand in the United States. The company markets and sells pool and spa supplies and related products and services, which primarily consist of maintenance items, such as chemicals, equipm...",2020-12-20
646,SQZ,200 Arsenal Yards Boulevard,Watertown,MA,02472,United States,http://www.sqzbiotech.com,Biotechnology,Healthcare,"SQZ Biotechnologies Company, a clinical-stage biotechnology company, develops transformative cell therapies for patients with cancer, infectious diseases, and other serious conditions. The company's lead product candidate, SQZ-PBMC-HPV, from its SQZ An...",2020-12-20
647,LU,No. 1333 Lujiazui Ring Road,Shanghai,,,China,http://www.lu.com,Credit Services,Financial Services,Lufax Holding Ltd is a leading technology-empowered personal financial services platform in China. Lufax Holding Ltd primarily utilizes its customer-centric product offerings and offline-to-online channels to provide retail credit facilitation services...,2020-12-20
648,JUPW,725 North Highway A1A,Jupiter,FL,33477,United States,http://jupiterwellnessinc.com,Drug Manufacturers—Specialty & Generic,Healthcare,"Jupiter Wellness, Inc. operates as a hemp-derived cannabidiol (CBD) consumer product development company. It develops various therapeutic and medical use for CBD in the treatment of various ailment and diseases, such as cancer, arthritis, anxiety, inso...",2020-12-20
649,CONXU,5701 South Santa Fe Drive,Littleton,CO,80120,United States,,Shell Companies,Financial Services,"CONX Corp. is a blank check company. CONX Corp. focuses on effecting a merger, capital stock exchange, asset acquisition, stock purchase, reorganization, or similar business combination with one or more businesses or assets. It intends to focus its sea...",2020-12-20
650,ABCM,Discovery Drive,Cambridge,,CB2 0AX,United Kingdom,http://www.abcam.com,Biotechnology,Healthcare,"Abcam plc, a life sciences company, researches, develops, and distributes biological reagents and tools for research, drug discovery, and diagnostics in the United States, China, Japan, Europe, the Middle East, Africa, and rest of Asia Pacific. The com...",2020-12-20
651,KRBP,7707 Fannin,Houston,TX,77054,United States,http://www.kiromic.com,Biotechnology,Healthcare,"Kiromic BioPharma, Inc., a target discovery and gene editing company, focuses on developing immuno-oncology therapeutics for the treatment of blood cancers and solid tumors. Its product portfolio include ALEXIS AIDT-1, an allogenic CAR cell product can...",2020-12-20
652,MSP,101 Merritt 7,Norwalk,CT,06851,United States,,Software—Application,Technology,Datto Holding Corp. provides cloud-based software and technology solutions for delivery through the managed service provider (MSP) channel to small and medium businesses in the United States and internationally. Its Unified Continuity products include ...,2020-12-20
653,ALGS,One Corporate Drive,South San Francisco,CA,94080,United States,http://www.aligos.com,Biotechnology,Healthcare,"Aligos Therapeutics, Inc., a biopharmaceutical company, focuses to develop novel therapeutics to address unmet medical needs in viral and liver diseases. Its lead drug candidate is ALG-010133, a synthetic oligonucleotide that is in Phase I clinical tri...",2020-12-20
654,EAR,1600 Technology Drive,San Jose,CA,95110,United States,http://eargo.com,Medical Devices,Healthcare,"Eargo, Inc., a consumer-focused medical device company, develops and sells hearing aids to assist people with hearing loss in the United States. It sells its products through online stores. The company was formerly known as Aria Innovations, Inc. and c...",2020-12-20
655,BTWNU,Champion Tower,Central,,,Hong Kong,,Shell Companies,Financial Services,"Bridgetown Holdings Limited intends to effect a merger, share exchange, asset acquisition, share purchase, reorganization, or similar business combination with one or more businesses in the technology, financial services, or media sectors. The company ...",2020-12-20
656,DCRBU,2744 Sand Hill Road,Menlo Park,CA,94025,United States,http://www.dcrbplus.com,Shell Companies,Financial Services,"Decarbonization Plus Acquisition Corporation does not have significant operations. It intends to effect a merger, capital stock exchange, asset acquisition, stock purchase, reorganization, or other business combination with one or more businesses. The ...",2020-12-20
657,HLXA,200 Clarendon Street,Boston,MA,02116,United States,,Shell Companies,Financial Services,"Helix Acquisition Corp. focuses on effecting a merger, share exchange, asset acquisition, share purchase, reorganization, or similar business combination with one or more businesses or entities. The company was founded in 2020 and is based in Boston, M...",2020-12-20
658,LFTRU,292 Newbury Street,Boston,MA,02115,United States,,Shell Companies,Financial Services,"Lefteris Acquisition Corp. focuses to effect a merger, capital stock exchange, asset acquisition, stock purchase, reorganization, or similar business combination with one or more businesses. The company was founded in 2020 and is based in Boston, Massa...",2020-12-20
659,BLSA,200 Clarendon Street,Boston,MA,02116,United States,,Shell Companies,Financial Services,"BCLS Acquisition Corp. intends to effect a merger, share exchange, asset acquisition, share purchase, reorganization, or related business combination with one or more businesses or entities. The company was founded in 2020 and is based in Boston, Massa...",2020-12-20
660,SRSAU,660 Steamboat Road,Greenwich,CT,06830,United States,,Shell Companies,Financial Services,"Sarissa Capital Acquisition Corporation focuses on effecting a merger, share exchange, asset acquisition, share purchase, reorganization, or similar business combination with one or more businesses. The company was founded in 2020 and is based in Green...",2020-12-20
661,YGMZ,"27F, Yantian Modern Industry Service Center",Shenzhen,,518081,China,,Trucking,Industrials,"MingZhu Logistics Holdings Limited, through its subsidiaries, provides trucking and delivery services using its truckload fleet and subcontractors in the People's Republic of China. The company provides dedicated truckload services to sizeable logistic...",2020-12-20
662,YSACU,1411 Harney Street,Omaha,NE,68102,United States,,Shell Companies,Financial Services,"Yellowstone Acquisition Company focuses on effecting a merger, capital stock exchange, asset acquisition, share purchase, reorganization, or similar business combination with one or more businesses. The company was founded in 2020 and is based in Omaha...",2020-12-20
