,symbol,address,city,state,zip_code,country,website,industry,sector,business_summary,date_pulled
624,STSA,400 Oyster Point Boulevard,South San Francisco,CA,94080,United States,http://www.satsumarx.com,Biotechnology,Healthcare,"Satsuma Pharmaceuticals, Inc., a clinical-stage biopharmaceutical company, develops a novel therapeutic product for the acute treatment of migraine. Its lead product candidate is STS101, a drug-device combination of a proprietary dry-powder formulation of dihydroergotamine mesylate, which is in Phase III clinical trials and can be self-administered with a proprietary pre-filled, single-use, and nasal delivery device. The company was founded in 2016 and is headquartered in South San Francisco, California....",2020-12-26
625,STTK,1018 West 11th Street,Austin,TX,78703,United States,http://www.shattucklabs.com,Biotechnology,Healthcare,"Shattuck Labs, Inc., a clinical-stage biotechnology company, develops therapeutics for the treatment of cancer and autoimmune disease in the United States. The company's lead product candidate is SL-172154, which is in Phase 1 clinical trial for the treatment of ovarian cancer. It also holds a collaboration agreement with Takeda Pharmaceuticals to develop SL-279252 that is in Phase 1 clinical trial in patients with advanced solid tumors and lymphoma. The company was founded in 2016 and is headquartered in Austin, Texas....",2020-12-26
626,STWOU,1133 Connecticut Avenue NW,Washington,DC,20036,United States,,Shell Companies,Financial Services,"ACON S2 Acquisition Corp. focuses effecting a merger, share exchange, asset acquisition, share purchase, reorganization or similar business combination with one or more businesses or entities. The company was founded in 2020 and is headquartered in Washington, District of Columbia....",2020-12-26
627,STXB,1836 Spirit of Texas Way,Conroe,TX,77301,United States,http://www.sotb.com,Banks—Regional,Financial Services,"Spirit of Texas Bancshares, Inc. operates as the holding company for Spirit of Texas Bank SSB that provides various commercial and retail banking services. It offers checking, money market, savings, and individual retirement accounts, as well as various certificates of deposit. The company also provides commercial and industrial loans; 1-4 single family residential real estate loans; construction, land, and development loans; commercial real estate loans, such as owner and nonowner-occupied commercial real estate loans, other commercial real estate loans, and multifamily loans and farmland; consumer loans and leases; and municipal and other loans. In addition, it offers a range of ancillary banking services, including treasury management, wire transfer, ATM access, and co-branded credit card services; consumer and commercial online banking services; merchant services, including credit card processing; and mobile applications, safe deposit boxes, and debit and credit cards. Further...",2020-12-26
628,SUMO,305 Main Street,Redwood City,CA,94063,United States,http://www.sumologic.com,Software—Application,Technology,"Sumo Logic, Inc. provides cloud-native software-as-a-service platform that enables organizations to address the challenges and opportunities presented by digital transformation, modern applications, and cloud computing. Its platform enables organizations to automate the collection, ingestion, and analysis of application, infrastructure, security, and IoT data to derive actionable insights. The company offer a suite of solutions to address areas, such as operational intelligence, security intelligence, business intelligence, and global intelligence. Sumo Logic, Inc. was founded in 2010 and is headquartered in Redwood City, California....",2020-12-26
629,SURF,50 Hampshire Street,Cambridge,MA,02139,United States,http://www.surfaceoncology.com,Biotechnology,Healthcare,"Surface Oncology, Inc., a clinical-stage immuno-oncology company, engages in the development of cancer therapies. The company develops human immunoglobulin isotype G4 monoclonal antibodies, including SRF231 inhibiting CD47; NZV930 inhibiting CD73; SRF617 inhibiting CD39; SRF388 targeting interleukin 27; and SRF813 targeting CD112R. It also develops various earlier stage programs that targets other critical components of the tumor microenvironment, including regulatory T cells and natural killer cells. The company has a strategic collaboration agreement with Novartis Institutes for Biomedical Research, Inc. for the development of cancer therapies; and the Merck Sharp & Dohme Corp. to evaluate the safety and efficacy of combining Surface's SRF617, an investigational antibody therapy targeting CD39, with Merck's KEYTRUDAÃ (pembrolizumab), the first anti-PD-1 therapy approved in the United States. Surface Oncology, Inc. was founded in 2014 and is headquartered in Cambridge, Massachus...",2020-12-26
630,SVACU,777 Third Avenue,New York,NY,10017,United States,,Shell Companies,Financial Services,"Starboard Value Acquisition Corp. intends to acquire assets and businesses through a merger, capital stock exchange, stock purchase, reorganization, or similar business combination. The company was founded in 2019 and is based in New York, New York.",2020-12-26
631,SVMK,One Curiosity Way,San Mateo,CA,94403,United States,http://www.surveymonkey.com,Software—Application,Technology,"SVMK Inc. provides survey software products and purpose-built solutions that enable organizations to engage with their customers, employees, and the markets they research and serve in the United States and internationally. The company's cloud-based SaaS platform helps individuals and organizations to design and distribute surveys approximately 190 countries and territories. Its offers SurveyMonkey CX, a customer experience (CX) and feedback solution that transforms customer feedback into actionable insights; TechValidate, a marketing content automation solution; and SurveyMonkey Engage, an employee engagement solution, which measures employee experiences within an organization. The company also provides SurveyMonkey Audience, a market research solution that enables organizations to gain real-time actionable data from targeted panelists; SurveyMonkey Apply, an application management solution that is primarily used by educational institutions and non-profits seeking to allocate scho...",2020-12-26
632,SVOKU,445 Park Avenue,New York,NY,10022,United States,,Shell Companies,Financial Services,"Seven Oaks Acquisition Corp. focuses on effecting a merger, capital stock exchange, asset acquisition, stock purchase, reorganization, or similar business combination with one or more businesses. The company was founded in 2020 and is based in New York, New York....",2020-12-26
633,SVSVU,2100 McKinney Avenue,Dallas,TX,75201,United States,http://www.sv-ac.com,Shell Companies,Financial Services,"Spring Valley Acquisition Corp., a blank check company, intends to effect a merger, share exchange, asset acquisition, share purchase, reorganization, or related business combination with one or more businesses or entities. The company was founded in 2020 and is based in Dallas, Texas....",2020-12-26
634,SWAV,5403 Betsy Ross Drive,Santa Clara,CA,95054,United States,http://www.shockwavemedical.com,Medical Devices,Healthcare,"ShockWave Medical, Inc., a medical device company, develops and commercializes intravascular lithotripsy technology to treat calcified plaque in patients with peripheral vascular, coronary vascular, and heart valve diseases. The company offers M5 catheters for treating above-the-knee peripheral artery disease; C2 catheters for treating coronary artery disease; and S4 catheters for treating below-the-knee peripheral artery disease. It serves interventional cardiologists, vascular surgeons, and interventional radiologists through sales representatives and sales managers, and distributors. The company operates in the United States, Germany, rest of Europe, and internationally. ShockWave Medical, Inc. was incorporated in 2009 and is headquartered in Santa Clara, California....",2020-12-26
635,SWI,Building 400,Austin,TX,78735,United States,http://www.solarwinds.com,Software—Infrastructure,Technology,"SolarWinds Corporation provides information technology (IT) infrastructure management software products in the United States and internationally. It offers products to monitor and manage network, system, desktop, application, storage, and database and website infrastructures, whether on-premise, in the public or private cloud, or in a hybrid IT infrastructure. The company provides a suite of network management software that provides real-time visibility into network utilization and bandwidth, as well as the ability to detect, diagnose, and resolve network performance problems; and a suite of infrastructure management products, which monitor and analyze the performance of applications and their supporting infrastructure. It offers suite of application performance management software that enable visibility into log data, cloud infrastructure metrics, applications, tracing, and Web performance management; and AppOptics, which integrates application performance, server infrastructure ...",2020-12-26
636,SWTX,100 Washington Boulevard,Stamford,CT,06902,United States,http://www.springworkstx.com,Biotechnology,Healthcare,"SpringWorks Therapeutics, Inc., a clinical-stage biopharmaceutical company, acquires, develops, and commercializes medicines for underserved patient populations suffering from rare diseases and cancer. Its lead product candidate is nirogacestat, an oral small molecule gamma secretase inhibitor that is in Phase III clinical trial for the treatment of desmoid tumors. The company is also developing mirdametinib, an oral small molecule MEK inhibitor that is in Phase IIb clinical trial for the treatment of neurofibromatosis type 1-associated plexiform neurofibromas; Nirogacestat + belantamab mafodotin, which is in Phase Ib clinical trial for the treatment of relapsed or refractory multiple myeloma (RRMM); and Nirogacestat + ALLO-715 that is in preclinical trials for the treatment of RRMM. In addition, it is developing Mirdametinib + lifirafenib, a combination therapy that is in Phase Ib clinical trial in patients with advanced or refractory solid tumors; and BGB-3245, an investigationa...",2020-12-26
637,SXTC,No.178 North Taidong Road,Taizhou,,225300,China,http://www.sxtchina.com,Drug Manufacturers—Specialty & Generic,Healthcare,"China SXT Pharmaceuticals, Inc., a pharmaceutical company, engages in the research, development, manufacture, marketing, and sale of traditional Chinese medicine piece tablets (TCMP) in China. It offers advanced, fine, and regular TCMP products, such as ChenXiang, SanQiFen, HongQi, SuMu, JiangXiang, CuYanHuSuo, XiaTianWu, LuXueJing, XueJie, ChaoSuanZaoRen, HongQuMi, ChuanBeiMu, HuangShuKuiHua, WuWeiZi, DingXiang, RenShen, QingGuo, JueMingZi, and ShaRen. The company provides its products under the Suxuantang, Hui Chun Tang, and Tong Ren Tang brands. As of May 2, 2020, it served 116 pharmaceutical companies, 56 pharmacies, and 76 hospitals. The company was founded in 2005 and is based in Taizhou, China....",2020-12-26
638,SY,Ronsin Technology Center,Beijing,,100102,China,http://www.soyoung.com,Health Information Services,Healthcare,"So-Young International Inc. operates an online platform for medical aesthetics and consumption healthcare services focusing on discretionary medical treatments. Its platform enables users to discover content and share their own experience on medical aesthetics procedures, and leads users to reserve treatment services from medical aesthetic service providers for offline treatment in the People's Republic of China and internationally. The company facilitates research on medical aesthetic treatment trends; ratings and reviews on treatment experiences; and blogs under the name Beauty Diaries. It also provides reservation services in the areas of dermatology, dentistry and orthodontics, ophthalmology, physical examinations, gynecology, human papilloma virus vaccines, and postnatal care; Software as a Service; and guiding and consulting services through training programs for medical service providers. As of December 31, 2019, the company had approximately 6,100 medical aesthetic service...",2020-12-26
639,SYTA,1001 Lenoir Street,Montreal,QC,H4C 2Z6,Canada,http://www.siyatamobile.com,Communication Equipment,Technology,"Siyata Mobile Inc. develops and provides cellular communications solutions for enterprise customers. It offers vehicle mounted cellular based communications platforms over advanced 4G mobile networks. The company also provides 4G/LTE devices, such as Uniden UV350 and Uniden CP250, a vehicle communication device that delivers cellular voice calls, push-to-talk over cellular, data applications, navigation, built in camera, DVR, and others; and Uniden UR7, a 4G/LTE rugged smartphone for industrial users. In addition, it offers Uniden cellular signal boosters and accessories for homes, buildings, manufacturing facilities, and vehicles with poor cell coverage. The company serves cellular network operators and their dealers, as well as commercial vehicle technology distributors for fleets in Israel, Europe, Australia, New Zealand, Canada, and the United States. Siyata Mobile Inc. was incorporated in 1986 and is based in Montreal, Canada....",2020-12-26
640,TARS,15440 Laguna Canyon Road,Irvine,CA,92618,United States,http://www.tarsusrx.com,Biotechnology,Healthcare,"Tarsus Pharmaceuticals, Inc., a clinical-stage biopharmaceutical company, focuses on the development and commercialization of novel therapeutic candidates for ophthalmic conditions. Its lead product candidate is TP-03, a novel therapeutic that is in Phase IIb/III for the treatment of blepharitis caused by the infestation of Demodex mites, as well as to treat meibomian gland disease. The company is also developing TP-04 for the treatment of rosacea; and TP-05 for Lyme prophylaxis and community malaria reduction. Tarsus Pharmaceuticals, Inc. was founded in 2016 and is headquartered in Irvine, California....",2020-12-26
641,TBIO,29 Hartwell Avenue,Lexington,MA,02421,United States,http://www.translate.bio,Biotechnology,Healthcare,"Translate Bio, Inc., a clinical-stage messenger RNA (mRNA) therapeutics company, develops medicines to treat diseases caused by protein or gene dysfunction. The company is developing MRT5005, which is in Phase I/II clinical trial for the treatment of cystic fibrosis; and MRT5201 to treat ornithine transcarbamylase deficiency. The company was formerly known as RaNA Therapeutics, Inc. and changed its name to Translate Bio, Inc. in June 2017. Translate Bio, Inc. was founded in 2011 and is headquartered in Lexington, Massachusetts....",2020-12-26
642,TC,Ruihai Building,Beijing,,100038,China,http://www.tuanche.com,Internet Content & Information,Communication Services,"TuanChe Limited, through with its subsidiaries, operates as an omni-channel automotive marketplace in China. It organizes auto shows and group-purchase events that attract various consumers; and provides integrated marketing solutions to industry customers, which include automakers, franchised dealerships, secondary dealers, and automotive service providers, as well as enable interactions between participants on both sides of a potential transaction. As of December 31, 2019, the company organized 1,055 auto shows in 233 cities across China. It also provides virtual dealership services by connecting automakers and franchised dealerships with secondary dealers by providing a suite of services traditionally undertaken by franchised dealerships without setting up permanent physical presence. In addition, the company offers business and technical support, and consulting services. TuanChe Limited has a strategic partnership with Beijing Easyhome Furnishing Chain Group Co., Ltd. to joint...",2020-12-26
643,TCDA,7000 Shoreline Court,South San Francisco,CA,94080,United States,http://www.tricida.com,Drug Manufacturers—Specialty & Generic,Healthcare,"Tricida, Inc., a pharmaceutical company, focuses on the development and commercialization of its drug candidate, TRC101, a non-absorbed, orally-administered polymer designed as a potential treatment for metabolic acidosis in patients with chronic kidney disease (CKD). The company has completed a Phase 3, double-blind, placebo-controlled trial of TRC101 in patients with CKD and metabolic acidosis. Tricida, Inc. was founded in 2013 and is headquartered in South San Francisco, California....",2020-12-26
644,TCRR,100 Binney Street,Cambridge,MA,02142,United States,http://www.tcr2.com,Biotechnology,Healthcare,"TCR2 Therapeutics Inc., a clinical-stage immunotherapy company, develops novel T cell receptor therapies for patients suffering from cancer. The company's lead product candidates include TC-210, mono TCR Fusion Construct T cells (TRuC-T cells) targeting mesothelin positive solid tumors, which initiated in phase I/II clinical trial for the treatment of non-small cell lung cancer (NSCLC), ovarian cancer, malignant pleural/peritoneal mesothelioma, and cholangiocarcinoma; and TC-110 a TRuC-T cell targeting CD19-positive B-Cell hematological malignancies. Its product candidates in pipeline focuses on adult acute lymphoblastic leukemia, diffuse large B-cell lymphoma, and follicular lymphoma areas. The company was formerly known as TCR2, Inc. and changed its name to TCR2 Therapeutics Inc. in November 2016. TCR2 Therapeutics Inc. was founded in 2015 and is headquartered in Cambridge, Massachusetts....",2020-12-26
645,TDACU,77 Water Street,New York,NY,10005,United States,http://www.tridentacquisitions.com,Shell Companies,Financial Services,"Trident Acquisitions Corp. does not have significant operations. It intends to enter into a merger, share exchange, asset acquisition, stock purchase, recapitalization, reorganization or other similar business combination with one or more target businesses primarily in the oil and gas or other natural resource sector. The company was founded in 2016 and is headquartered in New York, New York....",2020-12-26
646,TEKKU,1980 Festival Plaza Drive,Las Vegas,NV,89135,United States,,Shell Companies,Financial Services,"Tekkorp Digital Acquisition Corp. focuses on effecting a merger, capital stock exchange, asset acquisition, stock purchase, reorganization or similar business combination with one or more businesses. The company was founded in 2020 and is based in Las Vegas, Nevada....",2020-12-26
647,TELA,1 Great Valley Parkway,Malvern,PA,19355,United States,http://www.telabio.com,Medical Devices,Healthcare,"TELA Bio, Inc., a medical technology company, focuses on the design, development, and marketing of tissue reinforcement materials to address unmet needs in soft tissue reconstruction. The company provides a portfolio of OviTex Reinforced Tissue Matrix (OviTex) products for hernia repair and abdominal wall reconstruction; and OviTex PRS Reinforced Tissue Matrix products to address the unmet needs in plastic and reconstructive surgery, as well as OviTex for Laparoscopic and Robotic Procedures, a sterile reinforced tissue matrix derived from ovine rumen with polypropylene fiber intended to be used in laparoscopic and robotic-assisted hernia surgical repairs. It markets its products through a single direct sales force, principally in the United States. The company was founded in 2012 and is headquartered in Malvern, Pennsylvania....",2020-12-26
648,TENB,7021 Columbia Gateway Drive,Columbia,MD,21046,United States,http://www.tenable.com,Software—Infrastructure,Technology,"Tenable Holdings, Inc. provides cybersecurity solutions in the Americas, Europe, the Middle East, Africa, and the Asia Pacific. The company enterprise software platform enables visibility into an organization's cyber exposure across the attack surface and deep insights that help organizations translate vulnerability data into business insights to understand and reduce their cybersecurity risk. It offers Tenable.io, a software as a service that manages and measures cyber exposure across a range of traditional information technology (IT) assets, such as networking infrastructure, desktops, and on-premises servers, as well as modern IT assets, such as cloud workloads, containers, Web applications, and Internet of Things and operational technology assets; and Tenable.sc, a solution to manage and measure cyber exposure across traditional information technology assets and can be run on-premises. The company was founded in 2002 and is headquartered in Columbia, Maryland....",2020-12-26
649,TFFP,2600 Via Fortuna,Austin,TX,78746,United States,http://www.tffpharma.com,Biotechnology,Healthcare,"TFF Pharmaceuticals, Inc., an early-stage biopharmaceutical company, focuses on developing and commercializing drug products based on its patented Thin Film Freezing, or TFF, technology platform. It intends to initially focus on the development of inhaled dry powder drugs for the treatment of pulmonary diseases and conditions. The company has a research collaboration with the University of Georgia's Center for Vaccines and Immunology (CVI), along with the University of Texas at Austin (UT Austin), to evaluate the immunogenicity of universal influenza vaccines; and cooperative research and development agreement with United States Army Medical Research Institute of Infectious Diseases for use of its thin film freezing technology platform. TFF Pharmaceuticals, Inc. also has a joint development and collaboration agreement with Augmenta Bioworks, Inc. to develop commercial products incorporating Augmenta's human-derived monoclonal antibodies for COVID-19 therapeutics. The company was f...",2020-12-26
650,THBRU,9912 Georgetown Pike,Great Falls,VA,22066,United States,,Shell Companies,Financial Services,"Thunder Bridge Acquisition II, Ltd. does not have significant operations. It intends to seek a merger, share exchange, asset acquisition, stock purchase, reorganization, or similar business combination with one or more businesses. Thunder Bridge Acquisition II, Ltd. was founded in 2019 and is based in Great Falls, Virginia....",2020-12-26
651,THCAU,135 East 57th Street,New York,NY,10022,United States,,Shell Companies,Financial Services,"Tuscan Holdings Corp. II does not have significant operations. It intends to enter into a merger, share exchange, asset acquisition, stock purchase, recapitalization, reorganization, or other similar business combination with one or more businesses or entities. The company was founded in 2019 and is based in New York, New York....",2020-12-26
652,THCBU,135 East 57th Street,New York,NY,10022,United States,,Shell Companies,Financial Services,"Tuscan Holdings Corp. does not have significant operations. It intends to enter into a merger, share exchange, asset acquisition, stock purchase, recapitalization, reorganization, or other similar business combination with businesses and entities. The company was founded in 2018 and is based in New York, New York....",2020-12-26
653,THRY,2200 West Airfield Drive,DFW Airport,TX,75261,United States,http://corporate.thryv.com,Internet Content & Information,Communication Services,"Thryv Holdings, Inc. provides print and digital marketing services, and Software as a Service (SaaS) business management tools for small-to-medium sized businesses (SMBs). The company operates in two segments, Marketing Services and SaaS. It prints yellow pages that are co-branded with various local telephone service providers. The company also offers Internet yellow pages services, including the creation of clients' business profile that primarily displayed and operated on Yellowpages.com, Superpages.com, and Dexknows.com platforms; search engine marketing solutions; and other digital media solutions, such as online display advertising, search engine optimization (SEO), and websites. In addition, it provides Thryv, a SMB business management platform; Thryv Leads that recommends an appropriate dollar budget for each SMB based on the SMB's business vertical and market geography; and add-ons, such as website development and SEO tools. The company was formerly known as Dex Media Hold...",2020-12-26
654,TIG,150 Lake Street West,Wayzata,MN,55391,United States,http://www.trean.com,Insurance—Specialty,Financial Services,"Trean Insurance Group, Inc. provides insurance products and services focused on specialty casualty lines in the United States. The company underwrites specialty casualty insurance products through its program partners and owned managing general agents. Its insurance product offerings include workers' compensation, medical professional liability, accident and health, and other lines of business. The company also provides program partners with various services, including issuing carrier services, claims administration, and reinsurance brokerage. The company was founded in 1996 and is headquartered in Wayzata, Minnesota....",2020-12-26
655,TIGR,Grandyvic Building,Beijing,,100020,China,http://www.itiger.com,Capital Markets,Financial Services,"UP Fintech Holding Limited provides online brokerage services focusing on Chinese investors. The company has developed a brokerage platform, which allows investor to trade stocks, options, warrants, and other financial instruments that can be accessed through its APP and website. It offers brokerage and value-added services, including trade order placement and execution, margin financing, account management, investor education, community discussion, and customer support. The company also provides asset management and wealth management; ESOP management; fund license application, product design, asset custody, transaction execution, and funding allocation; fund structuring and management; and IPO underwriting services. In addition, it offers market information, community engagement, investor education, and simulated trading services. UP Fintech Holding Limited was founded in 2014 and is based in Beijing, China....",2020-12-26
656,TLC,No. 3 Yuanqu Street,Taipei,,11503,Taiwan,http://www.tlcbio.com,Biotechnology,Healthcare,"Taiwan Liposome Company, Ltd., a clinical-stage specialty pharmaceutical company, engages in the development and commercialization of nanomedicines that combine its proprietary lipid-assembled drug delivery platform with approved active pharmaceutical ingredients (APIs). Its BioSeizer lipid formulation technology enables pharmacokinetic (PK) control and local sustained release of APIs at the site of disease or injury; and NanoX active drug loading technology enables the potential for reduced dosing frequency and enhanced distribution of liposome-encapsulated APIs to the desired site. The company provides various product candidates that target various areas of unmet medical need in pain management, ophthalmology, and oncology. Its lead product candidate is TLC599, an intraarticular injectable BioSeizer formulation of the API steroid dexamethasone sodium phosphate (DSP), which is in Phase III trial for knee osteoarthritis pain. The company's product candidates also comprises TLC590,...",2020-12-26
657,TLRY,1100 Maughan Road,Nanaimo,BC,V9X IJ2,Canada,http://www.tilray.com,Drug Manufacturers—Specialty & Generic,Healthcare,"Tilray, Inc. engages in the research, cultivation, processing, and distribution of medical cannabis. The company offers its products to patients, physicians, pharmacies, governments, and hospitals; and for researchers for commercial purposes, as well as compassionate access and clinical research applications. It operates in Argentina, Australia, Canada, Chile, Croatia, Cyprus, the Czech Republic, Germany, Israel, Ireland, New Zealand, South Africa, Switzerland, the United States, and the United Kingdom. The company was incorporated in 2018 and is headquartered in Nanaimo, Canada....",2020-12-26
658,TLS,19886 Ashburn Road,Ashburn,VA,20147,United States,http://www.telos.com,Information Technology Services,Technology,"Telos Corporation, together with its subsidiaries, provides information technology (IT) solutions and services worldwide. The company offers solutions that secure cyberspace, the cloud environment, and the people and operations of the enterprise. It provides Xacta, a premier solution for continuous assessment and authorization, which is used by the department of defense (DoD), intelligence communities, and civilian government, as well as by commercial businesses; enterprise cloud services, including engineering, migration, security, and managed services; and Telos Ghost, a cybersecurity solution that gives organizations an anonymous way to do business, connect with global resources, and conduct research online for intelligence gathering, cyber threat protection, securing critical infrastructure, and protecting communications and applications. The company also streamlines and automates the process of selecting, applying, and monitoring security controls for cloud-based systems and ...",2020-12-26
659,TLSA,55 Park Lane,London,,W1K 1NA,United Kingdom,http://www.tizianalifesciences.com,Biotechnology,Healthcare,"Tiziana Life Sciences Plc, a clinical stage biotechnology company, focuses on the discovery and development of molecules and related diagnostics to treat diseases in oncology and immunology in the United Kingdom. The company's product pipeline includes Foralumab (TZLS-401), a human anti-CD3 monclonal antibody for the treatment of autoimmune and inflammatory diseases, such GvHD, ulcerative colitis, Crohn's disease, multiple sclerosis, type-1 diabetes, inflammatory bowel diseases, psoriasis, and rheumatoid arthritis; and Milciclib (TZLS-201), which is an orally bioavailable, small molecule inhibitor of cyclin-dependent kinases and Src family kinases for the treatment of hepatocellular carcinoma. It also develops Anti IL-6r (TZLS-501), a human anti-interleukin-6 receptor monoclonal antibody for the treatment of IL6-induced inflammation, primarily to treat hospitalized COVID-19 patients with severe respiratory symptoms; and StemPrintER, a multi-gene signature assay intended for use in...",2020-12-26
660,TMDX,200 Minuteman Road,Andover,MA,01810,United States,http://www.transmedics.com,Medical Devices,Healthcare,"TransMedics Group, Inc., a commercial-stage medical technology company, engages in transforming organ transplant therapy for end-stage organ failure patients in the United States and internationally. The company offers Organ Care System (OCS), a portable organ perfusion, optimization, and monitoring system that utilizes its proprietary and customized technology to replicate near-physiologic conditions for donor organs outside of the human body. Its Organ Care System includes OCS LUNG, a portable perfusion apparatus, optimization, and monitoring system that maintains the organ at a near-physiologic state allowing physicians to assess and improve the condition of lungs between the donor and recipient sites; OCS Heart, a portable, warm perfusion, and monitoring system designed to keep a donor heart at a human-like, metabolically active state; and OCS Liver, a system that is evaluated in clinical trials for utilized and unutilized donor livers. TransMedics Group, Inc. was founded in 1...",2020-12-26
661,TME,Matsunichi Building,Shenzhen,,518057,China,http://www.tencentmusic.com,Internet Content & Information,Communication Services,"Tencent Music Entertainment Group operates online music entertainment platforms that provides music streaming, online karaoke, and live streaming services in the People's Republic of China. It offers QQ Music, Kugou Music, and Kuwo Music that enable users to discover and listen to music in personalized ways; and WeSing, which enables users to have fun by singing and interacting with friends, sharing their singing performances with friends, and discovering songs that others have sung. The company also operates Kugou Live and Kuwo Live that provides an interactive online stage for performers and users to showcase their talent and engage with those interested in their performance. In addition, it sells music-related merchandise, including Kugou M1 headsets, smart speakers, WeSing karaoke microphones, and Hi-Fi systems; and offers online music event ticketing services, as well as services to smart device and automobile makers to build and operate music services on devices and vehicles...",2020-12-26
662,TMPMU,450 Kendall Street,Cambridge,MA,02142,United States,,Shell Companies,Financial Services,"Turmeric Acquisition Corp. focuses on effecting a merger, share exchange, asset acquisition, share purchase, reorganization, or similar business combination with one or more businesses or entities. The company was founded in 2020 and is headquartered in Cambridge, Massachusetts. Turmeric Acquisition Corp. operates as a subsidiary of Turmeric Management, LLC....",2020-12-26
663,TMTSU,6470 East Johns Crossing,Duluth,GA,30097,United States,,Shell Companies,Financial Services,"Spartacus Acquisition Corporation focuses on effecting a merger, capital stock exchange, asset acquisition, stock purchase, reorganization, or similar business combination with one or more businesses. The company was founded in 2020 and is based in Duluth, Georgia....",2020-12-26
664,TOTAU,Lucky Building,Central,,,Hong Kong,,Shell Companies,Financial Services,"Tottenham Acquisition I Limited does not have significant operations. The company intends to enter into a merger, share exchange, asset acquisition, share purchase, recapitalization, reorganization, or similar business combination with one or more businesses or entities. It focuses on the technology, media, telecom, education, e-commerce, health-care, and consumer goods industries with primary operations in Asia. The company was founded in 2017 and is based in Central, Hong Kong....",2020-12-26
665,TPTX,10628 Science Center Drive,San Diego,CA,92121,United States,http://www.tptherapeutics.com,Biotechnology,Healthcare,"Turning Point Therapeutics, Inc., a clinical-stage biopharmaceutical company, engages in designing and developing novel small molecule targeted oncology therapies. It develops a pipeline of tyrosine kinase inhibitors (TKIs) that targets genetic drivers of cancer in TKI-naÃ¯ve and TKI-pretreated patients. The company's lead drug candidate repotrectinib is being evaluated in an ongoing Phase I/II trial called TRIDENT-1 for the treatment of patients with ROS1+ advanced non-small-cell lung cancer (NSCLC) and patients with ROS1+, NTRK+, or ALK+ advanced solid tumors. Its pipeline also includes multi-targeted drug candidates TPX-0046, a RET/SRC inhibitor; TPX-0022, a MET/CSF1R/SRC inhibitor; and TPX-0131, a preclinical ALK inhibitor. The company was founded in 2013 and is headquartered in San Diego, California....",2020-12-26
666,TRVI,195 Church Street,New Haven,CT,06510,United States,http://www.trevitherapeutics.com,Biotechnology,Healthcare,"Trevi Therapeutics, Inc., a clinical-stage biopharmaceutical company, focuses on the development and commercialization of nalbuphine ER to treat serious neurologically mediated conditions. Its Haduvio (nalbuphine ER), which is in Phase IIb/III clinical trial is an oral extended release formulation of nalbuphine that is used for the treatment of chronic pruritus, chronic cough in patients with idiopathic pulmonary fibrosis, and levodopa-induced dyskinesia in patients with Parkinson's disease, as well as to treat chronic kidney disease-associated with pruritus. The company was founded in 2011 and is headquartered in New Haven, Connecticut....",2020-12-26
667,TSHA,2280 Inwood Road,Dallas,TX,75235,United States,http://www.tayshagtx.com,Biotechnology,Healthcare,"Taysha Gene Therapies, Inc., a gene therapy company, develops adeno-associated virus based gene therapies for the treatment of monogenic diseases of the central nervous system. It primarily develops TSHA-101 for the treatment of GM2 gangliosidosis; TSHA-118 for the treatment of CLN1 disease; TSHA-102 for the treatment of Rett syndrome; TSHA-103 for the treatment of SLC6A1 haploinsufficiency disorder; and TSHA-104 for the treatment for Surfeit locus 1 deficiency. The company also has strategic partnership with The University of Texas Southwestern Medical Center to develop and commercialize transformative gene therapy treatments. Taysha Gene Therapies, Inc. was founded in 2019 and is based in Dallas, Texas....",2020-12-26
668,TSIAU,Rockefeller Center,New York,NY,10111,United States,,,,,2020-12-26
669,TUFN,ToHa Tower,Tel Aviv,,6789205,Israel,http://www.tufin.com,Software—Infrastructure,Technology,"Tufin Software Technologies Ltd., together with its subsidiaries, develops, markets, and sells software-based solutions primarily in the United States, Israel, Europe, the Middle East, and Africa, Germany, Asia Pacific, and internationally. The company provides SecureTrack, which enables security administrators to define and manage a centralized security policy, minimize the attack surface, and ensure continuous compliance across the network; SecureChange that is used to assess, provision, and verify security configuration changes across physical networks and cloud platforms, while maintaining security and compliance; and SecureApp, which is used to define, manage, and monitor network connectivity for their applications. It also offers SecureCloud, a security policy automation service that provides the real-time visibility and control needed to ensure the security and compliance of hybrid cloud environments. The company sells its products and services through distributors and rese...",2020-12-26
670,TVACU,25852 McBean Parkway,Valencia,CA,91355,United States,,Shell Companies,Financial Services,"Thayer Ventures Acquisition Corporation intends to effect a merger, capital stock exchange, asset acquisition, stock purchase, reorganization, or similar business combination with one or more businesses. The company was founded in 2020 and is based in Valencia, California....",2020-12-26
